numobs,length,size,bcovfaulty,bcovfixed,lcovfaulty,lcovfixed,numremoved,fixedcov,Class
54,48.8,18.8,0.96319,0.963636,0.955627,0.948571,0,0.962963,low
103,79.2,38.7,0.98932,0.98932,0.96331,0.96331,0,0.98932,no
275,130.1,120.7,0.919582,0.94058,0.902131,0.924016,0.2,0.944727,high
244,119.2,109.4,0.912033,0.915918,0.889474,0.893778,0.1,0.920492,low
238,116.2,106.2,0.911922,0.912343,0.887727,0.8875,0.1,0.917227,low
17,13,7.1,0.922449,0.891176,0.91236,0.924194,0,0.994118,high
108,102.7,37.3,0.965432,0.965741,0.950547,0.95041,0,0.966667,low
55,74.3,13.5,0.995973,0.958182,0.995472,0.962105,0,0.989091,high
583,558.3,129.4,0.494283,0.493654,0.518772,0.51821,0.4,0.740137,low
296,135.5,125.5,0.921274,0.915993,0.89962,0.896241,0.2,0.922973,high
28,37.8,11.3,0.678571,0.678571,0.740278,0.740278,0,0.678571,no
99,130.3,25.7,0.963158,0.964647,0.997006,0.995,0,0.964647,low
23,12.6,6.8,0.936508,0.826087,0.944444,0.85,0,0.826087,no
45,16.2,16.2,0.968116,0.969565,0.973016,0.973809,0.3,1,no
33,40.8,13.4,1,1,1,1,0,1,low
172,265.2,67.1,0.819057,0.816185,0.848531,0.847368,0,0.823256,low
167,296,74.5,0.933201,0.938095,0.935434,0.936749,0,0.94491,high
151,285.6,94.9,0.908353,0.91192,0.848534,0.852564,0.2,0.938411,low
134,215.6,50.3,0.874378,0.899254,0.887169,0.901674,0,0.908955,low
131,180.6,65.1,0.956378,0.964394,0.935309,0.938168,0,0.990076,high
222,82.4,26.4,0.560404,0.551339,0.696801,0.686921,0.5,0.486937,high
113,192.9,44.1,0.869298,0.869298,0.879126,0.879126,0,0.866372,no
205,88,44.8,0.67776,0.679269,0.792256,0.791857,0,0.686829,low
201,95.6,48.3,0.686757,0.688557,0.803957,0.800575,0.1,0.70398,high
53,99.4,24.8,0.899371,0.899057,0.936232,0.936232,0,0.9,no
232,80.2,29.6,0.43815,0.437931,0.431391,0.429818,0,0.441379,high
447,679.1,210.7,0.912679,0.913311,0.886008,0.886985,0,0.920358,low
577,474.9,71.5,0.546073,0.542028,0.679601,0.677752,0,0.544714,low
63,71.3,20.1,0.891525,0.898412,0.952665,0.952752,0,0.901587,low
78,55.1,42.5,0.928755,0.929114,0.984952,0.984285,0.3,0.944872,high
113,181.2,43.4,0.878947,0.878947,0.883415,0.883415,0,0.877876,no
194,87.6,42.3,0.730035,0.716495,0.825623,0.821408,0.2,0.731443,high
199,90.6,28,0.608799,0.604975,0.724018,0.72129,0,0.520603,no
186,89.3,44.1,0.734409,0.734409,0.824773,0.824773,0.1,0.753763,no
730,1295.6,127,0.676814,0.673562,0.749636,0.748317,1.1,0.676849,no
38,12.3,4.1,0.655556,0.605263,0.764706,0.757576,0,0.605263,no
78,89.2,22.1,0.864957,0.864743,0.963278,0.964024,0,0.865384,no
186,84.3,41.3,0.716308,0.716129,0.817558,0.817825,0.3,0.733871,no
87,102.2,19.6,0.897992,0.897126,0.938766,0.937591,0,0.905747,low
182,86.5,41.6,0.722285,0.713187,0.824268,0.815741,0.1,0.727472,no
121,269.6,48.7,0.84153,0.841393,0.907704,0.907547,0,0.822314,no
569,567.5,75,0.571042,0.571704,0.712045,0.712519,0,0.573462,low
199,123.35,47,0.936271,0.938,0.977255,0.979848,1.6,0.965467,no
282,244.70,119.5,0.99,0.99,0.98,0.98,0.00,0.987944,no
153,120.40,34.7,0.91,0.91,0.97,0.97,1.20,0.945098,no
149,113.00,33.1,0.87,0.89,0.96,0.97,1.70,0.941611,high
279.8,242.30,95.6,0.90,0.90,0.95,0.95,1.10,0.950425,high
258,290.60,36.4,0.61,0.59,0.72,0.70,0.00,0.631395,no
242,263.10,34.1,0.67,0.67,0.75,0.75,0.00,0.677686,no
15,10.10,10,1.00,1.00,1.00,1.00,0.00,1,high
77,128.9,15.7,0.742857,0.742857,0.787,0.787,0,0.753247,no
96,148.5,23.2,0.812143,0.81875,0.867533,0.87218,0,0.842708,high
21,19.4,17.5,1,1,1,1,0,1,no
46,79.3,9.9,0.950757,0.971739,0.98046,0.986207,0,0.971739,low
50,78.2,10.6,0.913043,0.92,0.954922,0.956716,0,0.92,low
44,67.3,8.9,0.9,0.9,0.937696,0.94127,0,0.9,no
44,73.5,9.7,0.90597,0.904545,0.94697,0.945312,0,0.904545,no
45,67.7,8.9,0.908889,0.908889,0.945729,0.946269,0,0.908889,low
282,345,68.1,0.80922,0.809478,0.830862,0.831061,0.8,0.819149,no
21,34.6,5.2,0.985455,0.980952,0.987952,0.977778,0,0.980952,low
138,108,32.6,0.785372,0.78777,0.917347,0.917347,3.1,0.924638,no
77,129.5,16.6,0.745455,0.745455,0.814851,0.814851,0,0.745455,no
77,121.7,14.9,0.744156,0.744156,0.813621,0.814851,0,0.744156,no
135,104.8,31.3,0.834314,0.838235,0.952613,0.954054,2.1,0.921482,low
11,7,7,1,1,1,1,0,1,high
74,121.6,15.5,0.756881,0.759459,0.828873,0.83125,0,0.759459,no
39,26,0,0.866972,0.807692,0.921053,0.921053,0,0.846154,no
35,25.8,8,0.908572,0.925714,0.926316,0.926316,0,0.934286,high
95,74.6,1,0.993333,0.994737,0.994298,0.997368,0,0.99579,low
40,20,5,0.938709,0.975,1,1,0,0.975,low
545,214.3,0,0.873027,0.873027,0.923093,0.923093,0,0.873027,no
295,228.3,0,0.989492,0.989492,0.999462,0.999462,0,0.989492,no
87.1,103.5,0,0.980899,0.980899,0.932867,0.932867,0,0.997753,no
38,77.1,10,0.929787,0.952632,0.956481,0.96875,0,0.952632,high
76,62.7,10,0.99375,0.986842,0.929707,0.942268,0,0.986842,high
9,9.9,0,1,1,1,1,0,1,no
195,109,0,0.948021,0.951795,0.988152,0.988152,0,0.951795,no
201.9,140.4,4,0.951118,0.949723,0.988496,0.984911,0,0.942655,low
201,125.7,8,0.979105,0.979105,1,1,0,0.979105,high
34,47.6,5,0.963266,0.947059,0.969608,0.952777,0,0.947059,low
201,128.5,0,0.983193,0.9801,1,1,0,0.9801,no
256,207.5,4,0.975521,0.975781,0.99268,0.992905,0,0.975781,low
504,178.7,3,0.867526,0.867659,0.931292,0.931544,0,0.867659,low
197,122.1,10,0.980203,0.985279,0.998636,0.999549,0,0.985279,high
181,120.5,0,0.969533,0.966298,0.994872,0.994924,0,0.966298,no
181,127.9,0,0.974954,0.975138,0.985366,0.985366,0,0.975138,no
744,279.4,0,0.893548,0.893548,0.946209,0.946209,8.7,0.910215,no
18,15.3,5,0.974074,1,0.982716,1,0,1,low
331,2,72.3,NA,NA,NA,NA,1,0.921148,low
137,2,28,NA,NA,NA,NA,0.5,0.935766,low
190,0,49.7,NA,NA,NA,NA,0.9,0.968421,no
294,7,72.5,NA,NA,NA,NA,1.6,0.948639,high
36,8,20.2,0.970588,0.972222,0.9375,0.940972,0,0.972222,high
164,10,45.2,0.944512,0.957927,0.927439,0.944848,1,0.978659,high
32,10,19.1,0.95,0.965625,0.921875,0.95,0,0.965625,high
128,5,26.4,NA,NA,NA,NA,0.7,0.915625,low
135,9,25.6,0.530089,0.560741,0.416667,0.423387,0,0.555555,high
25,6,17.4,1,1,1,0.930435,0,1,low
140,10,36.2,0.919768,0.929577,0.929091,0.933125,1,0.94,high
125,0,21.4,NA,0.6424,NA,0.618868,0,0.5104,no
29,41,6,0.911111,0.924138,0.954546,0.978788,0,0.924138,high
155,98.7,43.8,0.639735,0.623871,0.603279,0.597154,0.5,0.634839,no
317,232.7,49.5,0.572381,0.573817,0.654986,0.65812,0.6,0.577918,low
139,236,40.6,0.77029,0.766187,0.803315,0.803297,0,0.766187,low
43,49.8,6.5,0.682051,0.634884,0.702439,0.640426,0.1,0.639535,low
315,236.9,49,0.288676,0.283568,0.319391,0.316896,0.5,0.577143,low
4265,1122.2,208.9,0.785311,0.817127,0.676056,0.733795,0,0.400445,low
14,2.1,1,0.142857,0.142857,0.04,0.04,0,0.142857,no
23,25.8,6.2,0.852941,0.891304,0.882143,0.906061,0.5,0.965217,high
55,69.4,11.1,0.576136,0.580682,0.571172,0.561111,0,0.929091,no
327,251.2,51.6,0.308953,0.311213,0.337714,0.337714,0.1,0.619266,no
43,42.5,5.8,0.365116,0.365116,0.419047,0.419047,0,0.365116,no
17,26.2,3.1,0.869231,1,0.958823,1,0,1,no
364,549.1,109.6,0.812958,0.807143,0.734384,0.73662,0,0.807143,high
191,125.3,31.8,0.735789,0.725773,0.819188,0.810909,0,0.721466,no
89,48.1,14.6,0.944565,0.944565,0.934821,0.933929,0,0.942696,low
137,93.5,49.8,0.947058,0.947826,0.962727,0.962727,0,0.956205,low
123,159.6,40.5,0.916129,0.916129,0.912821,0.912821,0.7,0.909756,high
42,18.3,6.6,0.236111,0.202381,0.106604,0.091129,0,0.202381,no
1002,8.1,3,0.0505964,0.050446,0.0419136,0.0416564,0,0.0382236,no
999.3,14.9,5.6,0.0683,0.0675945,0.0535272,0.0528395,0,0.0551528,no
53,52.5,17.2,0.542593,0.542593,0.689474,0.689474,0,0.533962,no
158,7.6,2.9,0.0375,0.0375,0.0430851,0.0424084,0,0.0379747,no
343,245.7,64.7,0.270031,0.257434,0.259737,0.255039,1.4,0.262682,no
64,115.6,17.3,0.909678,0.9625,0.920213,0.973,0,0.9625,high
331,263.9,68.9,0.308459,0.312991,0.280628,0.286234,2.2,0.322356,low
245,117.6,43,0.222553,0.220408,0.323284,0.322096,0,0.220408,high
171,370.1,60,0.539645,0.545349,0.494309,0.503557,0.1,0.543275,high
557,624.8,92.2,0.613052,0.601975,0.653568,0.642152,2.8,0.614542,low
563.4,817.4,146.1,0.404187,0.38305,0.41601,0.383261,2.6,0.404149,low
328,243.5,61.5,0.249032,0.263719,0.24543,0.251194,1.5,0.268902,low
2677,1352.6,163.6,0.266069,0.26597,0.316064,0.314725,0.1,0.266007,no
297,299.6,57.6,0.794631,0.811409,0.929957,0.943011,0,0.810775,high
297,314.1,59.5,0.843581,0.840604,0.945788,0.945043,0,0.840067,no
546,585.1,84.6,0.562138,0.563004,0.609019,0.605723,3.5,0.579304,low
1255,1630.8,257.9,0.579266,0.580494,0.621708,0.62405,8,0.591554,high
81,146.6,27.8,0.475926,0.475926,0.588112,0.605333,0.2,0.641975,high
80,150.5,28.1,0.488889,0.488889,0.614686,0.62517,0.5,0.65125,high
64,87.4,10.5,0.301724,0.29,0.339496,0.327049,0.3,0.340625,high
221,5,2,0.00662252,0.00662252,0.0474576,0.047619,0,0.00904977,no
140,174.6,22.2,0.117117,0.426667,0.180392,0.481284,0,0.492857,no
874,248.8,48.7,0.303543,0.303543,0.215407,0.215407,5,0.285126,low
1274,597.4,138.3,0.388157,0.388157,0.375324,0.375324,6.5,0.373783,no
824,301.4,56.2,0.386667,0.386667,0.280329,0.280097,3.6,0.36432,low
1275.1,896.4,301.1,0.641539,0.641539,0.681968,0.681968,1.1,0.657049,no
346,285.2,99.5,0.785838,0.784483,0.868803,0.867728,0.2,0.776879,no
282,115.1,52.1,0.785053,0.786219,0.786313,0.7854,0.3,0.787943,high
131,165.7,67.8,0.930769,0.932576,0.97861,0.978947,0.8,0.938168,high
242,206.8,60.4,NA,0.782787,NA,0.833523,0,0.781405,no
86,102.9,35,0.897727,0.897727,0.865289,0.866393,0,0.847674,no
1801,921.2,206.5,0.489462,0.489053,0.402415,0.401737,4.1,0.4407,no
827,429.5,85.1,0.501008,0.501008,0.380251,0.380368,0,0.423337,no
32,36.9,9.2,0.955996,0.9375,0.882081,0.884286,0,0.9375,no
129,96.7,34.7,0.950681,0.949612,0.977806,0.978358,0,0.949612,no
226,167.4,51,0.720264,0.720264,0.826471,0.826471,0.1,0.724336,no
197,165.8,60.5,0.967121,0.963959,0.984021,0.984021,0,0.963959,no
83,48.1,16,0.495948,0.47619,0.601199,0.631111,0,0.481928,low
134,97.2,32.4,0.870896,0.870896,0.932143,0.932143,0,0.869403,high
258,96.9,30.7,0.342348,0.334733,0.396188,0.391991,0,0.32093,no
75,27.7,11.7,0.738767,0.733766,0.811702,0.811702,1,0.622667,no
73,24.3,11.9,0.757333,0.757333,0.814894,0.814894,0,0.627397,no
250,229.9,62.5,0.7376,0.7376,0.788011,0.788011,0,0.738,no
14,11.9,3,0.930555,0.835714,0.976344,0.937143,0,0.835714,no
244,199.6,69.4,0.820218,0.818852,0.920743,0.919505,0.1,0.819672,no
32,24.1,5.1,0.321591,0.296875,0.384684,0.366666,0,0.296875,no
507,421.2,145.9,0.765541,0.768566,0.811143,0.813636,0.4,0.819724,high
840,447.3,90.6,0.512659,0.515476,0.337236,0.338462,0,0.435714,high
51,28.1,11.1,0.487179,0.503846,0.597156,0.578082,0,0.513726,no
818,243.5,52.4,0.398736,0.398168,0.298156,0.297963,3.2,0.375917,no
340,258,93.7,0.815422,0.814559,0.877258,0.877196,0.4,0.847941,no
251,121.7,41.2,0.422314,0.402734,0.505926,0.487678,0,0.39243,high
816,274.2,59.2,0.422304,0.422304,0.30953,0.309329,3.9,0.400368,no
141,127.4,47.5,0.997136,0.997163,0.995556,0.995556,0,0.997163,no
981.4,441.5,107.1,0.472666,0.472666,0.432267,0.432168,3.6,0.482678,low
207,176.5,64.1,0.877295,0.877295,0.937667,0.937667,0.1,0.877778,no
995,577.9,137.9,0.529719,0.529719,0.392875,0.392875,1.9,0.460703,no
23,3.2,1.2,0.095,0.0958333,0.101316,0.103571,0,0.0956522,no
60,44.2,17.7,0.915,0.915,0.925,0.925,0,0.915,no
137,148.7,43.6,0.758273,0.758273,0.849239,0.849239,0,0.684671,no
32,18,7,0.478021,0.439393,0.740909,0.708695,0,0.453125,no
18,3.2,1.2,0.0942308,0.0944444,0.1,0.1,0,0.0944444,low
59,65.4,28.7,0.931111,0.936666,0.983051,0.983051,0,0.933898,low
843,473.3,97.3,0.511507,0.511507,0.326165,0.326371,0,0.432029,no
195,257.8,76.1,0.911795,0.911795,0.93348,0.93348,0,0.911795,no
428,470.6,153.7,0.87722,0.877336,0.898123,0.89792,0.2,0.90771,low
114,50.8,23.2,0.84087,0.84087,0.851631,0.851631,0,0.839474,no
28,18.4,7.5,0.522891,0.517241,0.7768,0.760465,0,0.535714,low
91,90.2,15.8,0.898142,0.892308,0.975294,0.974126,0,0.892308,low
841,405.8,97.2,0.535791,0.535791,0.35415,0.353926,0,0.456124,no
93,111.4,42.6,0.970968,0.998925,0.991986,0.998969,0,0.998925,high
814,282.3,59.3,0.434439,0.434521,0.335342,0.335471,4.5,0.413513,no
7,7.3,2.3,1,1,1,1,0,1,high
1051,485.1,118.7,0.500634,0.500761,0.463979,0.464073,4.5,0.481446,no
1056,648,178.5,0.609271,0.609271,0.468569,0.468569,0,0.540436,no
98,77.5,29,0.910563,0.895918,0.88634,0.886528,0,0.895918,no
152,40.6,17.5,0.608804,0.622876,0.705038,0.714667,0,0.620395,low
144,36.6,14.9,0.589272,0.589272,0.698708,0.698708,0,0.579861,no
75,62.4,22.4,0.961086,0.944,0.897327,0.889404,0,0.944,no
27,7.8,5.2,0.810715,0.810715,0.854054,0.854054,0,0.803704,no
66,59.8,22.1,0.962887,0.972727,0.907143,0.9125,0.1,0.974242,high
181,134.2,51.2,0.940114,0.937912,0.977015,0.974359,0,0.826519,no
28,11.6,5.9,0.739286,0.739286,0.823529,0.823529,0.8,0.817858,low
100,12.3,12.3,0.737838,0.75,0.841884,0.848503,0,0.75,high
28,12.1,6.5,0.757143,0.757143,0.85,0.85,0.6,0.842857,no
366.3,246.9,95.1,0.841114,0.838772,0.902544,0.89805,0.6,0.824574,no
274,326.1,56.4,0.313869,0.313869,0.355791,0.355791,0,0.306569,no
564,1332.9,87.7,0.53209,0.530088,0.587921,0.583891,0.1,0.516312,no
227,238.3,63.1,0.690015,0.684802,0.783273,0.780978,0,0.58326,no
1079,1015.7,89.1,NA,NA,NA,NA,0.3,0.246061,low
103,166.7,43.9,0.911974,0.921845,0.869231,0.870468,0,0.917476,no
21,19.1,5.8,0.529091,0.557143,0.365168,0.416666,0.4,0.619048,low
74,122.1,29.5,0.977027,0.977027,0.94966,0.94966,0,0.977027,no
83,106.1,32.2,0.821686,0.821686,0.86948,0.86948,0,0.824096,no
163,317,57.4,0.69402,0.692945,0.734179,0.734239,0,0.666258,no
2,2,1,0.8,0.7,0.8,0.7,0,1,low
123,121.8,47.9,0.803763,0.806452,0.890576,0.887958,0,0.820325,high
96,96,23.1,0.521875,0.521875,0.563243,0.565405,0,0.520833,no
122,33.1,9.4,0.447541,0.447541,0.482727,0.482727,0.4,0.404918,no
1466.1,2151.9,174,0.362246,0.365132,0.458175,0.460807,0.5,0.314052,high
392,721.6,85.9,0.416749,0.420352,0.467523,0.470926,0,0.365561,high
137,256,52.4,0.716788,0.718978,0.740659,0.742308,0,0.672263,high
161,254.5,58.6,0.694203,0.693168,0.739588,0.738406,0,0.673292,high
157,195,63.2,0.890153,0.884137,0.931592,0.927869,0,0.900637,high
677,1362.5,105.6,0.487376,0.487281,0.598878,0.598849,0.1,0.422157,low
13,21.3,6,0.923077,0.923077,0.9,0.9,0,0.923077,no
99,195.1,37.3,0.669412,0.639394,0.7628,0.757609,0,0.645455,low
87,97.6,30.9,0.839394,0.815517,0.908205,0.89757,0,0.862069,high
73,47.3,18.8,0.358292,0.360274,0.372464,0.37363,0.3,0.367123,low
15,20.2,8.7,0.988889,0.986667,0.962319,0.954348,0,1,low
97,50.8,8,0.129818,0.122165,0.145992,0.14,0,0.12268,no
172,270.444,55.3333,0.479509,0.473837,0.564981,0.558176,0,0.454134,no
311,3.1,1.2,0.0116258,0.0115756,0.039295,0.0391429,0,0.0102894,no
1052,27.4,2.4,0.0199873,0.019962,0.0296449,0.0295839,0.1,0.0192966,no
141,16,4,0.0368098,0.0359281,0.0526316,0.0519481,0,0.035461,no
96,88.6,14.9,0.460825,0.460825,0.665254,0.665254,0.2,0.465625,no
123,4.7,1,0.0222812,0.0220472,0.0354772,0.0351851,0,0.0154472,no
218,13.4,2.8,0.019242,0.0201835,0.0538222,0.0545024,0,0.0201835,no
162,283,24.4,0.354938,0.354938,0.391728,0.388889,1.6,0.369136,no
62,4.7,1.1,0.131041,0.126984,0.193924,0.192308,0.1,0.114516,no
51,41.5,8.8,0.596154,0.596154,0.610352,0.613372,0,0.552941,no
2707,513.6,90.5,0.388008,0.388746,0.34405,0.344789,0,0.361322,no
1022,27.1,3,0.0355231,0.0356164,0.0355504,0.0356322,0,0.0356164,no
81,8.8,3.7,0.09375,0.0914634,0.102857,0.0988234,0,0.080247,no
49,40.3,4.3,0.684,0.684,0.82,0.82,0,0.663265,no
409,67.9,11.8,0.27657,0.27657,0.237333,0.237333,0,0.278484,no
124,16.9,3.9,0.0390316,0.0386667,0.0480234,0.0475524,0,0.0395161,no
140,13.2,1.9,0.148227,0.148227,0.208038,0.204973,0,0.142143,no
734,70.1,4.8,0.0620127,0.0617886,0.119176,0.118839,0,0.0584469,no
565,381.3,67.1,0.376899,0.378092,0.450165,0.450165,0.4,0.279469,no
162,257,22.7,0.325,0.327161,0.362683,0.360417,0.9,0.357407,no
615,41.4,10.3,0.0595745,0.059187,0.0251114,0.0251114,0,0.057561,no
45,37.9,6,0.353631,0.464445,0.456542,0.492188,0,0.375555,no
45,39.1,5.6,0.290148,0.408889,0.409009,0.452344,0,0.337778,high
1089,14.8,2.8,0.122096,0.121947,0.0203364,0.0202744,0,0.121947,no
120,13.3,2.2,0.169014,0.165289,0.233108,0.233108,0.2,0.161666,no
655,4,2,0.00243779,0.00244275,0.00193924,0.00194175,0.4,0.00305344,no
51,43.1,8.5,0.55,0.540385,0.602834,0.584706,0,0.503922,no
377,164.7,66.3,0.681626,0.682011,0.735624,0.740541,0,0.68382,high
11,1.2,1,0.504545,0.483334,0.542927,0.52,0,0.527272,low
121,4.7,1,0.0235294,0.0224,0.0372549,0.035625,0,0.0157025,no
299,25.4,8,0.0422361,0.0419753,0.0549828,0.0540541,0,0.0397993,high
542,447.5,65.7,0.38062,0.3814,0.447398,0.447398,0.2,0.29262,no
753,87.5,12.5,0.147859,0.146552,0.163145,0.162,2.1,0.15498,no
197,340.2,24.4,0.468622,0.46802,0.591293,0.589604,0.7,0.347208,low
891,55.3,30.6,0.0878267,0.0876958,0.132435,0.132658,0,0.087991,no
665,4.7,2,0.0026799,0.00270677,0.0035849,0.00362596,0.3,0.0031579,no
254,12.9,2.9,0.046545,0.0463035,0.0559249,0.0556035,0,0.0350394,no
702,287.7,33.2,0.31981,0.319203,0.228005,0.227384,1,0.222222,no
88,6,6,0.103846,0.102273,0.0185185,0.0185185,0,0.102273,no
187,398.8,27.4,0.482821,0.475936,0.621053,0.621053,0.1,0.448128,no
510,20.7,3.3,0.154132,0.154528,0.197389,0.1976,0.1,0.142745,no
261,124.1,15.9,0.193985,0.198106,0.300225,0.303521,0,0.199617,no
564,50.2,5.6,0.0866509,0.0865487,0.147821,0.14751,1.4,0.121986,no
702,29.3,2.5,0.0335885,0.0345609,0.0795948,0.0793255,0,0.0319088,no
86,6,6,0.108,0.104651,0.0189274,0.0186916,0,0.104651,no
307,6.7,1.3,0.0124319,0.0123778,0.0489796,0.0486957,0,0.0117264,no
74,148.3,16,0.626309,0.668919,0.816809,0.863218,0,0.647297,low
224,35.6,14.4,0.117391,0.116,0.122112,0.121311,0,0.0852679,no
684,17.1,2.1,0.0417961,0.0417151,0.0956127,0.0953243,0,0.0388889,no
138,118.1,19.7,0.505075,0.511905,0.527258,0.522222,0,0.447101,low
259,4.8,1,0.00788436,0.00772201,0.00692042,0.00687285,0,0.00772201,no
82,6,6,0.11157,0.109756,0.0190476,0.0190476,0,0.109756,no
736,41.8,22.1,0.102677,0.103125,0.169287,0.169287,0,0.103125,no
125,4.8,1,0.0221636,0.0217054,0.0375824,0.0372549,0,0.0152,no
980,823.4,55.9,0.231845,0.230183,0.332165,0.33012,1,0.217143,low
97,7.5,1.7,0.371717,0.368627,0.407692,0.407692,0,0.31134,no
78,83.5,35.2,0.919737,0.925641,0.925954,0.92782,0,0.924359,high
117,73.3,18.4,0.198847,0.196581,0.277869,0.277869,1,0.205128,no
84,5.8,1.1,0.0373541,0.0367816,0.0439024,0.043299,0,0.025,no
467,329.3,75.2,0.444977,0.443376,0.528965,0.528965,0.2,0.369807,no
2430,734.8,121.4,0.411038,0.410636,0.40074,0.399754,0.1,0.417449,no
2426,539.7,79,0.332417,0.332125,0.301656,0.300863,0.1,0.332481,no
39,34.4,8.8,0.7175,0.7175,0.837879,0.837879,0,0.710257,no
39,34.6,9,0.725,0.725,0.848485,0.848485,0,0.717949,no
457,338.1,81.8,0.460143,0.459243,0.538111,0.538111,0.3,0.411816,no
734,110.7,21.4,0.328678,0.328678,0.256856,0.256856,0,0.209673,no
989,25.6,2.6,0.0377149,0.0377149,0.0319635,0.031884,0,0.0377149,no
175,76.1,15.9,0.3,0.297753,0.490421,0.490421,0,0.286857,no
723,123,22.4,0.194613,0.195442,0.209782,0.211874,2,0.204703,no
989,48.4,5,0.138785,0.13785,0.0615219,0.0613893,0,0.125986,no
663,16.9,3.6,0.0817091,0.0817091,0.150078,0.150078,0,0.0770739,no
230,18.1,2,0.0213043,0.0213043,0.0558974,0.0558974,0,0.02,no
130,23.8,5.4,0.155814,0.154198,0.189,0.193532,0,0.145385,no
732,113.1,19.9,0.35214,0.353347,0.248699,0.252324,0,0.204098,low
1155,15.2,2.8,0.116555,0.116017,0.0162078,0.0178572,0,0.116017,no
2399,531.8,80,0.321266,0.321283,0.290797,0.290954,0,0.320675,no
166,13.9,3,0.0325532,0.0307229,0.0477941,0.0439189,0,0.0240964,no
718,111.4,18.2,0.35,0.350279,0.242508,0.242197,0,0.197632,no
1103,29.8,5.3,0.162557,0.162557,0.0235514,0.0235955,0,0.162557,no
303,80.3,11.4,0.166667,0.166667,0.196034,0.194643,0,0.166997,low
2402,359.6,71.3,0.300472,0.300472,0.280124,0.280124,0,0.318443,no
541,46.9,6.9,0.0802219,0.0799263,0.121905,0.121212,1,0.0853974,low
230,789.8,52.8,NA,NA,NA,NA,0.1,0.564348,low
50,32.3,6,0.392157,0.392157,0.642336,0.633094,0.6,0.392,no
523,26.7,4.2,0.168592,0.164952,0.113245,0.111765,0.7,0.197897,no
68,21.2,4.5,0.0985716,0.101471,0.199522,0.207462,0,0.101471,no
2051,409.3,58.3,0.311106,0.311106,0.262312,0.262312,0,0.310873,no
374,8.8,2.9,0.0479129,0.0470588,0.0213934,0.0211165,0,0.044385,no
124,12.2,2.7,0.0414561,0.0403226,0.0624331,0.0601695,0,0.0298387,no
642,96,27,0.149066,0.148603,0.216875,0.216199,1.5,0.135203,no
547,921.7,64,0.242701,0.242626,0.347578,0.347932,0.3,0.409872,no
75,19.1,2.5,0.0970151,0.0866666,0.232558,0.208333,0,0.0866666,no
282,24.2,4.1,0.0858156,0.0858156,0.13237,0.13237,0,0.0783688,no
282,26.4,3.9,0.0833334,0.0833334,0.131214,0.131214,0,0.0776596,no
1966,525.8,86.3,0.389723,0.388284,0.388327,0.387688,0,0.382045,no
538,15.1,2.5,0.0602996,0.0594096,0.117254,0.116391,0,0.0550186,no
915,48.2,5,0.112101,0.111366,0.0661202,0.066,0,0.110055,no
761,22.1,3.6,0.12431,0.12431,0.0186649,0.0186408,0,0.12431,no
181,115.9,21.8,0.306008,0.292857,0.488513,0.476282,0,0.28232,no
63,20.1,3,0.116022,0.111111,0.24,0.232558,0,0.111111,no
57,18.8,2.7,0.136735,0.117544,0.243902,0.232558,0,0.117544,no
36,17.5,5,0.318261,0.318919,0.611048,0.611112,0.9,0.333333,no
153,117.1,9.8,0.157527,0.183871,0.235164,0.272254,0,0.178432,no
688,68.5,11,0.170111,0.17231,0.13624,0.137714,0,0.164971,no
131,289.1,37.2,0.587786,0.610687,0.732065,0.744294,0.3,0.607634,low
928,97.8,14.1,0.0415948,0.0415948,0.0483485,0.0483134,0,0.040194,no
550,507,90.4,0.308228,0.299275,0.468173,0.45468,1.3,0.348545,high
94,38.8,6.5,0.365625,0.365625,0.544158,0.542683,0.6,0.348936,no
173,10.3,1.7,0.0933854,0.0919542,0.137991,0.139394,0,0.0947975,no
862,136.8,16.9,0.167012,0.16686,0.202858,0.202546,2.9,0.172854,no
883.2,767.3,70.4,0.0616439,0.060948,0.0929876,0.0915799,0,0.261764,no
72,7.2,1,0.205991,0.204109,0.134483,0.134483,0,0.206944,no
771,4,2,0.00234003,0.00233463,0.00166639,0.00166389,0.2,0.00259403,no
352,29.1,4.4,0.0665714,0.0661932,0.100853,0.100853,0,0.0639204,no
565,20.2,3.1,0.109237,0.108711,0.158427,0.158258,0,0.096814,no
250,26.6,3,0.0403101,0.0416,0.065283,0.0673152,0,0.0184,no
258,25.9,3.8,0.0532,0.0515504,0.085214,0.0826415,0.3,0.0294574,no
222,35.4,4.8,0.0285285,0.0285285,0.0666666,0.0666666,0,0.0423424,no
373,15,3.7,0.0186833,0.018617,0.0269828,0.0268948,0,0.0176944,no
497,76.3,22.5,0.147153,0.148096,0.240749,0.240749,0.7,0.0997988,no
198,96.1,25.5,0.222091,0.220603,0.422182,0.420652,0.1,0.231313,no
260,13.7,2.9,0.0418694,0.0414449,0.0510548,0.0510548,0,0.0342308,no
656,42.1,4.8,0.0979241,0.0980213,0.127594,0.127563,0.4,0.0981707,no
776,81.1,17.9,0.28314,0.28314,0.207781,0.207781,0,0.137242,no
89,4.9,1,0.0456101,0.0449438,0.0829302,0.0821918,0,0.0449438,no
1106,16,1.7,0.00162798,0.00162602,0.0196327,0.0196327,0,0.00162749,no
76,15,3.1,0.186206,0.189474,0.137755,0.140625,0,0.189474,no
85,3.8,1,0.0371296,0.0348837,0.0797229,0.0763158,0,0.0352941,no
